query,tweet_date,username,name,text,url
Avatar The Way of Water theater,9 Dec 2022,@mapofny,michael palumbo,seeing avatar: the way of water at 7:40pm next week which means i won’t leave the theater until after 11pm,https://nitter.net/mapofny/status/1601020220809760770#m
Avatar The Way of Water theater,9 Dec 2022,@MovieNumbers,The Numbers,"Theater counts: Wakanda Forever is back as widest release, but Avatar: The Way of Water looms ... the-numbers.com/news/2531608…",https://nitter.net/MovieNumbers/status/1601008221648433153#m
Avatar The Way of Water theater,9 Dec 2022,@OOGraham2,🎇OOGraham_🇵🇸🍉,"Thanks. Thankfully, It should be chill since avatar the way of water isn’t out till the 15th. The theater should be slow till then",https://nitter.net/OOGraham2/status/1601005526690979842#m
Avatar The Way of Water theater,10 Dec 2022,@howwestuit,Jungle Jim!,"Major shoutout to @Ionajost’s idea to bring to-go containers to Animal Kingdom, stuff them with Satu’li bowls, and eat them in the theater while we watch Avatar: The Way of Water",https://nitter.net/howwestuit/status/1601621447587557383#m
Avatar The Way of Water theater,10 Dec 2022,@the_movieblog,TMB: The Correct Opinion,I was lucky enough to be able to screen Avatar The Way of Water ahead of its release on December 16th. Coming out of the theater I shared my initial reaction to the movie over here and got a lot of questions about the movie! themovieblog.com/2022/12/ava…,https://nitter.net/the_movieblog/status/1601562581973569536#m
Avatar The Way of Water theater,10 Dec 2022,@StevenM28021817,R.W.P. Retail-Will-Prevail(Supermac11),#AvatarTheWayOfWater #movies #memories #Bigscreen #AtAmc @AMCTheatres @JimCameron #theater $AMC It’s not a movie it’s an event. Can you be entertained for 3 hours at a comparable price anywhere else? Not a chance Help save the theaters. thewrap.com/avatar-2-way-of-…,https://nitter.net/StevenM28021817/status/1601409314689732610#m
Avatar The Way of Water theater,10 Dec 2022,@Dandeli0ness,Dandelionne 💙🩷🤍 🇵🇸 ✺𓇢𓆸,Avatar 2 the way of water just opened its presale tickets last night in Indonesia and why almost all of the good seats IN 2 DIFFERENT THEATER is already booked holy shit. 😭 ITS NOT EVEN ON WEEKEND. I want to watch it day 1 in imax 3d bro.,https://nitter.net/Dandeli0ness/status/1601398477883600897#m
Avatar The Way of Water theater,10 Dec 2022,@the_movieblog,TMB: The Correct Opinion,Avatar The Way Of Water Screening Reaction – Top 5 Questions Answered I was lucky enough to be able to screen Avatar The Way of Water ahead of its release on December 16th. Coming out of the theater I shared my initial reaction to... themovieblog.com/2022/12/ava… #themovieblog,https://nitter.net/the_movieblog/status/1601387619933335552#m
Avatar The Way of Water theater,11 Dec 2022,@thehours_2002,𝚋𝚎𝚗,"Avatar: The Way of Water, which theater should I pick?",https://nitter.net/thehours_2002/status/1602031121453252609#m
Avatar The Way of Water theater,11 Dec 2022,@GatorEXP,GatorEX,"Got a cool new sweater. I am certainly a fan of Avatar, part of the Na’vi Nation. You can catch me at the theater this Friday to see The Way of Water. Let’s go!",https://nitter.net/GatorEXP/status/1602009532581875712#m
Avatar The Way of Water theater,11 Dec 2022,@TheLumina,The Lumina Theater in Southern Village,Advance showings this Thursday 12/15 at THE LUMINA THEATER in Southern Village. Tickets on SALE NOW!! thelumina.com/location/TheLu…,https://nitter.net/TheLumina/status/1601971923663077377#m
Avatar The Way of Water theater,11 Dec 2022,@BJNewsWorld,BeijingNews 新京报,"The masterpiece ""#Avatar: The Way of Water"" will be shown on December 16. The film's director #JamesCameron and producer #JonLandau share some information about the film. “Audiences walk out of the theater in tears after watching the film”, Cameron says. m.bjnews.com.cn/detail/16707…",https://nitter.net/BJNewsWorld/status/1601900064141889537#m
Avatar The Way of Water theater,12 Dec 2022,@1RedForrest,Red Forrest,"The 'Box Office Pro' website yesterday, with statistics regarding how well 'Black Panther Wakanda Forever' has been doing regarding the sale of theater tickets, while also mentioning that 'Avatar: The Way of Water' is set to open next week: boxofficepro.com/weekend-box…",https://nitter.net/1RedForrest/status/1602362303030386688#m
Avatar The Way of Water theater,12 Dec 2022,@MovieCrow,MovieCrow,"Director #JamesCameron admits #AvatarTheWayOfWater will need to make $2B WW to break even! This is proving expensive for theater owners worldwide, including in the #Indian states of Tamil Nadu & Andhra! moviecrow.com/News/31455/ava… #Avatar #Avatar2 #Disney #UTV #TN #Kerala",https://nitter.net/MovieCrow/status/1602348256650223616#m
Avatar The Way of Water theater,12 Dec 2022,@tic_trac,Tic Trac Bot,Avatar: The Way of Water 3D-Telugu CS Cinemas (Devendra Theater) A/C 4K Dolby Atmos 16-12-2022 bookings open. bit.ly/tcTrc #tictrac #AvatarTheWayofWater #3D #Telugu #CSCinemasDevendraTheaterAC4KDolbyAtmos #Tirupati #Avatar #The #Way #of #Water #CS #Cinemas #Devendra,https://nitter.net/tic_trac/status/1602328128508297218#m
Avatar The Way of Water theater,12 Dec 2022,@JenKatWrites,Jen 💚,thoughts and prayers for every movie theater this upcoming weekend desperately trying to speedrun turning theaters around between screenings of the 3 hour 10 minute Avatar: The Way of Water,https://nitter.net/JenKatWrites/status/1602118680871145473#m
Avatar The Way of Water theater,12 Dec 2022,@rather_dreaming,maria.rather.be.dreaming,"every person in the movie theater around the world a few minutes before midnight on the 16. Dec ""oh, I didn't realize Avatar: the way of water runs this long"" JUST GO EARLY #thinkingcap #AvatarTheWayOfWater #194min",https://nitter.net/rather_dreaming/status/1602105922490634241#m
Avatar The Way of Water theater,10s,@elfhiem,🗡️ريان,NIRVANNA THE BAND THE SHOW THE MOVIE MENTIONED WOOOOOOOOOO,https://nitter.net/elfhiem/status/2019276679118467130#m
Avatar The Way of Water theater,5m,@merryuuuuu,小船船 How are you~,ตารางออนมาแล้ววว วันแรกจัดปาย 6 ตอน 😏 (มีหยุดตรุษจีนงดออน 19-21) #WangChuran #หวังฉู่หรัน #HowDareYou #ทะลุมิติตะลุยวังหลวง,https://nitter.net/merryuuuuu/status/2019275376305050050#m
Avatar The Way of Water theater,9m,@SenseiDoMato,Tupinambrabo 🪶🏹,Em Aladdin e Atlantis isso não acontece. Aí me põem irmão urso e Nova Onda do Imperador onde o primeiro é uma história baseada em contos originários e o outro é uma comédia onde todos os personagens são indigenas.,https://nitter.net/SenseiDoMato/status/2019274245910720547#m
Avatar The Way of Water theater,43m,@nayunnayun_o,나윤,센과 치히로의 행방불명 뮤지컬 티켓 양도 <센과 치히로의 행방불명> 오리지널 투어 (SPIRITED AWAY) 2월 ~ 3월 주말 공연 R석 1층 B구역 1열 - 티포 20 단석 / 연석 / 가능 문의 DM📨!!,https://nitter.net/nayunnayun_o/status/2019265849912357034#m
Avatar The Way of Water theater,49m,@SusanJansen15,SusanJansen,Inner earth where they escaped to during the flood of top earth,https://nitter.net/SusanJansen15/status/2019264185327317102#m
Avatar The Way of Water theater,54m,@Rina_jera_daff,りんりんご🍎 2/3-4-5-12-13-17陸🏰,えほんと！美女と野獣とアナ雪はそれでもそこそこ長いけどピーターは好きなら絶対乗るべき✨🥺,https://nitter.net/Rina_jera_daff/status/2019263027439362106#m
Avatar The Way of Water theater,57m,@NTTT59,💙💙💙🎋🌈🦁🐰🌈🎋💙💙💙,เมืองนักสู้วันที่ 2 ไปค่ะ สู้ววววว #GezhiTown #เมืองนักสู้ #เซียวจ้าน #XiaoZhan #GezhiTownFilmThailand #xiaozhanliningls25 #ดูหนังที่SF,https://nitter.net/NTTT59/status/2019262274930896932#m
Avatar The Way of Water theater,13 Dec 2022,@AuroraCineplex,Aurora Cineplex,AVATAR: THE WAY OF WATER-this Thur Dec 15th! See it in 3-D or 2-D on the big screen here at Aurora Cineplex! See it First- Thur Dec 15th 3-D at 6:30pm 2-D at 4:30pm & 5:30pm With more shows playing Fri Dec 16th-Dec 22nd. Tix at: fandango.com/aurora-cineplex… @officialavatar ◦,https://nitter.net/AuroraCineplex/status/1602786793132367875#m
Avatar The Way of Water theater,13 Dec 2022,@the_movieblog,TMB: The Correct Opinion,Avatar The Way of Water 2nd Viewing Out Of Theater Reaction I was lucky enough to be able to screen Avatar The Way of Water for a SECOND TIME ahead of its release on December 16th. Coming out of the theater I shared my initial ... themovieblog.com/2022/12/ava… #themovieblog,https://nitter.net/the_movieblog/status/1602776255299870720#m
Avatar The Way of Water theater,13 Dec 2022,@AlexArnold88,Alex “The Indy Guy” Arnold,Getting ready to head to the theater to see Avatar The Way of Water for the second time! Saw it last week at a private advance screening. #AvatarTheWayOfWater #Avatar #Disney #JamesCameron #AMC,https://nitter.net/AlexArnold88/status/1602763772338241539#m
Avatar The Way of Water theater,13 Dec 2022,@ZoeSaldanaFanP,Zoe Saldaña Fan Page,"More pictures of Zoe at the Los Angeles premiere of Avatar: The Way Of Water at the Dolby Theater on Monday night, December 12! ❤️#zoesaldana #avatarthewayofwater",https://nitter.net/ZoeSaldanaFanP/status/1602755517272666113#m
Avatar The Way of Water theater,13 Dec 2022,@ZoeSaldanaFanP,Zoe Saldaña Fan Page,"More pictures of Zoe at the Los Angeles premiere of Avatar: The Way Of Water at the Dolby Theater on Monday night, December 12! ❤️#zoesaldana #avatarthewayofwater",https://nitter.net/ZoeSaldanaFanP/status/1602755444044283904#m
Avatar The Way of Water film,14 Nov 2022,@candarinii,🌜🌞,tadi pas nonton ada 3 iklan film bikin semangat nontonnya: 1. sri asih 2. antman & the wasp quantumania 3. avatar the way of water sukses bikin gasabar balik lg ke bioskop 😍👍🏼,https://nitter.net/candarinii/status/1592170904632832001#m
Avatar The Way of Water film,14 Nov 2022,@Nateorious10,big n’ate 🐛,"Hello @JimCameron my name is Nate and I do a stream with Dean, I have promised my audience I will watch your new film Avatar: The Way of Water, IN WATER.",https://nitter.net/Nateorious10/status/1592066954860191745#m
Avatar The Way of Water film,15 Nov 2022,@GCLebanon,Grand Cinemas Lebanon,"Today marks one month until the release of the next chapter to the biggest film of all time. Avatar: The Way of Water In Cinemas, DECEMBER 15th.",https://nitter.net/GCLebanon/status/1592561166936481792#m
Avatar The Way of Water film,15 Nov 2022,@Pathenederland,Pathé Nederland,Hi Rits! Leuk dat je zo enthousiast bent over Avatar:The Way of Water💛 Alleen is het nog niet bekend wanneer de kaartverkoop zal starten. Je kunt de film toevoegen aan je watchlist🤗^Jaylan,https://nitter.net/Pathenederland/status/1592520712941715457#m
Avatar The Way of Water film,15 Nov 2022,@inquirerdotnet,Inquirer,"In an exclusive interview with a British film magazine, Cameron revealed that he’s willing to wrap up the saga with the third sequel if “The Way of Water” flops. lifestyle.inquirer.net/43275…",https://nitter.net/inquirerdotnet/status/1592340714108633088#m
Avatar The Way of Water film,15 Nov 2022,@jcjgraham,Jon Graham,Avatar: The Way of Water might be the moist film ever.,https://nitter.net/jcjgraham/status/1592321978706591744#m
Avatar The Way of Water film,16 Nov 2022,@DiscussingFilm,DiscussingFilm,‘AVATAR: THE WAY OF WATER’ releases in 1 month in theaters. Are you excited? See what movies are releasing soon: bit.ly/Dates2022,https://nitter.net/DiscussingFilm/status/1592942479736995842#m
Avatar The Way of Water film,16 Nov 2022,@indulgexpress,indulgexpress,"With just one month left before the release of #JamesCameron's #AvatarTheWayOfWater, we bring you some of the most stunning stills from the trailer of the film, which are guaranteed to get you pumped up! View the web story here: indulgexpress.com/here-are-s… #Avatar2 #Avatar",https://nitter.net/indulgexpress/status/1592852125931175936#m
Avatar The Way of Water film,16 Nov 2022,@firstpost,Firstpost,"Set more than a decade after the events of the first film, #AvatarTheWayOfWater begins to tell the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them. #JamesCameron firstpost.com/entertainment/…",https://nitter.net/firstpost/status/1592768024465248256#m
Avatar The Way of Water film,17 Nov 2022,@RamasScreen,Rama's Screen,Disney and Avatar Announce Global “Keep Our Oceans Amazing” Campaign Ahead of 20th Century Studios’ Groundbreaking Film AVATAR: THE WAY OF WATER ramascreen.com/disney-and-av…,https://nitter.net/RamasScreen/status/1593337037180084228#m
Avatar The Way of Water film,17 Nov 2022,@vfxexpress,Vfxexpress,"Avatar: The Way of Water film directed by James Cameron and produced by 20th Century Studios release on December 16, 2022 VFX Done by Weta Digital check out vfxexpress.com/avatar-2-the-… @weta_digital @officialavatar #vfxexpress #wetadigital #avatar #avatar2 #avatarthewayofwater",https://nitter.net/vfxexpress/status/1593199118067052545#m
Avatar The Way of Water film,17 Nov 2022,@Pathenederland,Pathé Nederland,Hi Jeroen! Ik begrijp dat het vervelend is dat er momenteel wat minder film aanbod is. Je kunt het beste onze website in de gaten houden de komende tijd! Een gouden tip: Voeg Avatar: The Way of Water toe aan je watchlist👀💛 ^Jaylan,https://nitter.net/Pathenederland/status/1593156246307483648#m
Avatar The Way of Water film,18 Nov 2022,@PrimeTimeFilms_,PrimeTime Films,‘AVATAR: THE WAY OF WATER’ is long-range tracking to earn $135M in the film’s domestic box office opening weekend. #AvatarTheWayOfWater (Source: buff.ly/3ApoISo),https://nitter.net/PrimeTimeFilms_/status/1593662220050759681#m
Avatar The Way of Water film,18 Nov 2022,@atmoviesonline,At The Movies Online,‘AVATAR: THE WAY OF WATER’ is long-range tracking to earn $135M in the film’s domestic box office opening weekend. #AvatarTheWayOfWater #ATM,https://nitter.net/atmoviesonline/status/1593651576987688960#m
Avatar The Way of Water film,18 Nov 2022,@casablancadon,Don Shanahan,Closest answer I've seen is this: variety.com/2022/film/news/j…,https://nitter.net/casablancadon/status/1593646127970062336#m
Avatar The Way of Water film,18 Nov 2022,@theFaizFazel,Faiz Fazel,‘AVATAR: THE WAY OF WATER’ is long-range tracking to earn $135M in the film’s domestic box office opening weekend. #Avatar,https://nitter.net/theFaizFazel/status/1593632468044640256#m
Avatar The Way of Water film,18 Nov 2022,@DiscussingFilm,DiscussingFilm,‘AVATAR: THE WAY OF WATER’ is long-range tracking to earn $135M in the film’s domestic box office opening weekend. (Source: buff.ly/3ApoISo),https://nitter.net/DiscussingFilm/status/1593620523099070470#m
Avatar The Way of Water film,18 Nov 2022,@djbowenp,DJ Bowen,"totalfilm: Have you got a copy of our #Avatar: The Way Of Water issue yet? Featuring new and exclusive interviews with James Cameron, Zoe Saldaña, Sam Worthington, Sigourney Weaver and more, it's all you need to prime you for the return journey to Pandor… trib.al/phzGgBU",https://nitter.net/djbowenp/status/1593591022847762436#m
Avatar The Way of Water film,18 Nov 2022,@news6wkmg,News 6 WKMG,"Jamie Flatters (Neteyam), Bailey Bass (Tsireya) and Jack Champion (Spider) explored the popular land inspired by the films, Pandora – The World of Avatar at Disney’s Animal Kingdom. clickorlando.com/theme-parks…",https://nitter.net/news6wkmg/status/1593589865399975936#m
Avatar The Way of Water film,18 Nov 2022,@totalfilm,Total Film,"Have you got a copy of our #Avatar: The Way Of Water issue yet? Featuring new and exclusive interviews with James Cameron, Zoe Saldaña, Sam Worthington, Sigourney Weaver and more, it's all you need to prime you for the return journey to Pandora next month trib.al/phzGgBU",https://nitter.net/totalfilm/status/1593584071250268160#m
Avatar The Way of Water film,18 Nov 2022,@WDWentHost,Steve Soares,Cast of ‘Avatar: The Way of Water’ stop by Disney’s Animal Kingdom clickorlando.com/theme-parks…,https://nitter.net/WDWentHost/status/1593577304676093953#m
Avatar The Way of Water film,18 Nov 2022,@Conor_Meechan,Conor Meechan BFE,If this is it then goodbye Twitter. My final thought is that Avatar The Way of Water will become the best film of the last ten years. 😍 conormeechan.com,https://nitter.net/Conor_Meechan/status/1593563929501917186#m
Avatar The Way of Water film,18 Nov 2022,@iamsuperknight,The Protagonist 🇺🇸🇲🇦,Top 5 films in 2022 1) Top Gun Maverick 2) Everything Everywhere All At Once 3) Spiderman No Way Home 4) RRR 5) Entergalactic **Still waiting to watch The Whale and Avatar The Way of Water #cinema #Top5 #film,https://nitter.net/iamsuperknight/status/1593432841911533568#m
Avatar The Way of Water film,4m,@PPWItalia,PondPhuwinItalianFC Official (PPP Family),"📸IGr disneyth ‘Pond Naravit’ visits Pixar Animation Studio! Seeing our Thai voice actor putting in so much effort, fans shouldn’t forget to check out all the fun and chaos of the spy animals in Disney & Pixar’s Hoppers #BounceSwitchToBeaver mode! Catch it in theaters on March 5. #HoppersTH #PondxHoppers #ppnaravit",https://nitter.net/PPWItalia/status/2019276627859964091#m
Avatar The Way of Water film,6m,@CASA_Achaayan,♱CASA♱ അച്ചായൻ,"This movie is so out of touch, when I was younger my nair class mates would force me to eat beef",https://nitter.net/CASA_Achaayan/status/2019276152087671210#m
Avatar The Way of Water film,8m,@NamtanFilm_LA,Comunidad NamtanFilm Latam,IG story - Namtan.tipnaree - 05/02/2026 #Namtantpnaree,https://nitter.net/NamtanFilm_LA/status/2019275708040900897#m
Avatar The Way of Water film,9m,@me_being_me___,Unapologetic,The sad part was that we never got to see this side of Naksu much again..!!! 🚶 #AlchemyofSouls,https://nitter.net/me_being_me___/status/2019275460048482659#m
Avatar The Way of Water film,15m,@NamtanFilmFC,NAMTANFILM TH OFFICIAL,[2026.02.04] story ig update ; mtheerat #LOEWExFilmRacha #filmracha #LOEWESS26 @LoeweOfficial,https://nitter.net/NamtanFilmFC/status/2019273894398775710#m
Avatar The Way of Water film,24m,@Akshayk02862256,RÃYÄ ಜಾರಕಿಹೊಳಿ,Aquaman ❎ Jalagar✅ #YashBOSS #Yash #DarshanThoogudeepa #ToxicTheMovie,https://nitter.net/Akshayk02862256/status/2019271506958889064#m
Avatar The Way of Water film,53m,@earthrealm,Earth 🌎 ☀️,And here I was thinking about watching it. Lmao,https://nitter.net/earthrealm/status/2019264275169308925#m
Avatar The Way of Water film,19 Nov 2022,@imperiumcruise,Dani,if Top Gun: Maverick ended up being #1 Highest-Grossing Film 2022 domestically even Avatar: The Way of Water was released then what?,https://nitter.net/imperiumcruise/status/1593918489223262208#m
Avatar The Way of Water film,19 Nov 2022,@chatnews_id,Chatnews ID,#AvatarTheWayOfWater mengeluarkan kampanye untuk peduli dengan lingkungan dan biota laut. chatnews.id/read/film-avatar…,https://nitter.net/chatnews_id/status/1593814895149318145#m
Avatar The Way of Water film,20 Nov 2022,@Avalos2311,R&M,"""Avatar: The Way of Water earns $10.2B in its first 2 days, making the first ever film to do so.""",https://nitter.net/Avalos2311/status/1594369935655858177#m
Avatar The Way of Water film,20 Nov 2022,@the_film_maniac,Oscar H,Avatar: The Way of Water Babylon The Banshees of Inisherin Everything Everywhere All At Once The Fabelmans Glass Onion: A Knives Out Mystery TÁR Top Gun: Maverick The Whale Women Talking Alts: Guillermo Del Toro's Pinocchio She Said Triangle of Sadness,https://nitter.net/the_film_maniac/status/1594352468921417733#m
Avatar The Way of Water film,20 Nov 2022,@Riau24Com,Riau24.com,"Jelang Perilisan Film Avatar: The Way of Water, Disney dkk Lakukan Kampanye Konservasi Laut dlvr.it/Sd46zV",https://nitter.net/Riau24Com/status/1594251227323588608#m
Avatar The Way of Water film,20 Nov 2022,@Cerita_Parapuan,Cerita Parapuan,"Sambut Film Avatar: The Way of Water, Disney Canangkan Keep Our Oceans Amazing dlvr.it/Sd3wMR",https://nitter.net/Cerita_Parapuan/status/1594216610772189188#m
Avatar The Way of Water film,21 Nov 2022,@bleedingcool,Bleeding Cool,The final trailer for Avatar: The Way of Water drops tonight as tickets for the forever-delayed sequel to the 2009 film went on sale. #AvatarTheWayOfWater #Avatar2 #20thCenturyStudios bleedingcool.com/movies/avat…,https://nitter.net/bleedingcool/status/1594828481682059270#m
Avatar The Way of Water film,21 Nov 2022,@geoffcockwill,Geoff C - “Oel ngati kameie”,"I know I’m banging on endlessly about it but I won’t feel bad about it. Booking to go see Avatar The Way of Water is a 13 year wait finally ending, to see a film by a director who changed my life and my working life. The importance to me is enormous.",https://nitter.net/geoffcockwill/status/1594827792730005519#m
Avatar The Way of Water film,21 Nov 2022,@AzureDragonWrks,Azure Dragon Works,Avatar: The Way of Water Stars Describe the Intense Process of Learning to Act Underwater: The Avatar: The Way of Water stars described what it was like to pull off the film's many underwater scenes. The sequel to the smash hit… dlvr.it/Sd8NB8 #comics #topstories #anime,https://nitter.net/AzureDragonWrks/status/1594813192223739905#m
Avatar The Way of Water film,21 Nov 2022,@Nicolebelleca,Hello Nicole,I feel like I’m always sending you El Capitan stuff lol. elcapitantheatre.com/film-in…,https://nitter.net/Nicolebelleca/status/1594808365351305216#m
Avatar The Way of Water film,21 Nov 2022,@vfxexpress,Vfxexpress,"The film’s theatrical release has been subject to eight delays, with the latest occurring on July 23, 2020; release on December 16, 2022 VFX Done by Weta Digital Check out vfxexpress.com/avatar-2-the-… #avatar2 #vfxexpress #wetadigital #avatarthewayofwater",https://nitter.net/vfxexpress/status/1594799222670635008#m
Avatar The Way of Water film,21 Nov 2022,@SunayaART,Juna Elwood,"Ganz besonders hart ist es bei Avatar - The way of water, weil Avatar 1 einer meiner Lieblinge ist. Habe mich getraut in der Familie zu fragen... Antwort: Der Film kommt doch später im Fernsehen. Ja, danke auch. 😢",https://nitter.net/SunayaART/status/1594796179996418052#m
Avatar The Way of Water film,21 Nov 2022,@DeiginR,wizard of anime,@officialavatar just per book my tickets for avatar the way of water i am looking forward for this film,https://nitter.net/DeiginR/status/1594793792376283136#m
Avatar The Way of Water film,21 Nov 2022,@MaueVon,Von Maue,Hey #AlitaArmy just got my Tickets for the IMAX 3D of Avatar The Way of Water! I'm taking the whole Family & anticipate this is going to be the most visually STUNNING Film of the Year!!,https://nitter.net/MaueVon/status/1594787942282698764#m
Avatar The Way of Water film,21 Nov 2022,@gsc1,Glasgow Science Centre,13 years in the making! The stunning sequel to the highest-grossing IMAX film ever - Avatar: The Way of Water is released on 16 December. Tickets are on sale NOW to see it on Scotland's biggest screen! 🎟️ bit.ly/Avatar2-Tickets-Glasg… #Avatar2 #AvatarTheWayOfWater #Glasgow #IMAX3D,https://nitter.net/gsc1/status/1594771560547713024#m
Avatar The Way of Water film,21 Nov 2022,@eyelovemovies,EYE Cinema Galway,Tickets for the most awaited film of the year are now on sale! #AvatarTheWayOfWater is out on Dec 16th and you can book your tickets for the EYE Cinema now 2D & Luxury: eyecinema.ie/movie/avatar-th… 3D: eyecinema.ie/movie/avatar-th… #Galway,https://nitter.net/eyelovemovies/status/1594771174797365248#m
Avatar The Way of Water film,21 Nov 2022,@_ChapinGeek_,🜃 ™‾ʞǝǝפuídɐɥƆ‾ 🇬🇹🍿🎮🎟️🎬🥤🖖🙃📺🎥,. Nuevos poster del Film AVATAR: The Way of Water. 🎟️🎬🍿🥤😎 disponible el 16 de diciembre en cines IMAX 3D. . #AvatarTheWayOfWater #Avatar2,https://nitter.net/_ChapinGeek_/status/1594770116306210821#m
Avatar The Way of Water film,21 Nov 2022,@BoxReview_,"BoxReview.com - Lights, Camera, Critique!",Disney Drops Final ‘Avatar: The Way of Water’ Trailer >> READ MORE ift.tt/AaJ2WL5 << #movies #movie #film #films #actor #actors #acting #actress #youtube #cinema #director #artist #video #horrormovies #moviestar #hollywood #cinema #netflixmovies #netflix,https://nitter.net/BoxReview_/status/1594764003754102784#m
Avatar The Way of Water film,21 Nov 2022,@FilmstadenAB,Filmstaden,Pandora närmar sig! 🍿 #AvatarTheWayOfWater har världspremiär på den stora bioduken den 14 december - och biljetterna är nu släppta på Filmstaden.se 🎟️ filmstaden.se/film/NCG106279…,https://nitter.net/FilmstadenAB/status/1594757614214447104#m
Avatar The Way of Water film,23 Nov 2022,@Cotyleus,BeardedWolfGod,So lets think about this. despite the numbers what this means is that Way of the Water has to essentially tie with Titanic at 2.1 BILLION just to BREAK EVEN. According to the man himself...think about that.. variety.com/2022/film/news/a…,https://nitter.net/Cotyleus/status/1595558335792676866#m
Avatar The Way of Water film,23 Nov 2022,@MarketingMag,MarketingMag,"Amid celebrations of the highly anticipated film Avatar: The Way of the Water, Snapchat and Disney have partnered to create an AR Lens that turns any Snapchatter into a Na’vi. marketingmag.com.au/featured…",https://nitter.net/MarketingMag/status/1595557838490853376#m
Avatar The Way of Water film,23 Nov 2022,@ReutersAsia,Reuters Asia,‘Avatar: The Way of Water’ will be released in China on the same day as its global release. Foreign movies have long struggled to gain release dates in mainland China due to strict quotas on the number of international films allowed to show reut.rs/3i85w5x,https://nitter.net/ReutersAsia/status/1595547742108909568#m
Avatar The Way of Water film,23 Nov 2022,@FrackoffF,Frackoff Felgercarb,'Avatar: The Way of Water' on Track to Open to $175 Million - Variety variety.com/2022/film/news/a…,https://nitter.net/FrackoffF/status/1595529947078361089#m
Avatar The Way of Water film,23 Nov 2022,@RandyShulman,Randy Shulman,"""How expensive is 'Avatar: The Way of Water'?... The only answer James Cameron would give about the sequel’s budget when asked by GQ magazine was the following: 'Very fucking [expensive].'"" variety.com/2022/film/news/a…",https://nitter.net/RandyShulman/status/1595524223484715033#m
Avatar The Way of Water film,23 Nov 2022,@ShawEsquire,"Nyanza Shaw, Esq.",‘Avatar: The Way of Water’ on Track to Open to $150 Million to $175 Million dlvr.it/SdGTx6,https://nitter.net/ShawEsquire/status/1595524142547468288#m
Avatar The Way of Water film,23 Nov 2022,@BeyondFest,Beyond Fest,Cameron said AVATAR 2 needed to “be the third or fourth highest-grossing film in history” to break even. Opening at $175M would place it approx $1BN short. deadline.com/2022/11/avatar-…,https://nitter.net/BeyondFest/status/1595522351952982016#m
Avatar The Way of Water film,23 Nov 2022,@questCNN,Quest Means Business,"""To have [Avatar: The Way of Water] available in more territories, in more countries around the world, is really important."" Comscore Senior Media Analyst @PDergarabedian discusses the new Avatar film -- which needs $2 billion at the box office just to break even.",https://nitter.net/questCNN/status/1595519843263864832#m
Avatar The Way of Water film,23 Nov 2022,@stumpiiwilbury,• stumpii •,I didn’t even like the first Avatar but I’ve been gaslighting myself HARD and I’m ready for Avatar: The Way of Water to be my favorite film of the year,https://nitter.net/stumpiiwilbury/status/1595519081804881921#m
Avatar The Way of Water film,23 Nov 2022,@Wazupnaija,Whazupnaija,"'Avatar: The Way of Water' Has To Become the ""Fourth or Fifth Highest-Grossing Film in History"" to Break Even - #naijaforum #naijablog #naijamusic - wazupnaija.com/avatar-the-wa…",https://nitter.net/Wazupnaija/status/1595514905443958784#m
Avatar The Way of Water film,23 Nov 2022,@artikeldienst,ArtikeldienstOnline,‘Avatar: The Way of Water’ on Track to Open to $150 Million to $175 Million #AvatarTheWayOfWater #Avatar2 @officialavatar variety.com/2022/film/news/a… via @variety,https://nitter.net/artikeldienst/status/1595514285832167425#m
Avatar The Way of Water film,23 Nov 2022,@Reuters,Reuters,‘Avatar: The Way of Water’ will be released in China on the same day as its global release. Foreign movies have long struggled to gain release dates in mainland China due to strict quotas on the number of international films allowed to show reut.rs/3i85w5x,https://nitter.net/Reuters/status/1595512510089728036#m
Avatar The Way of Water film,23 Nov 2022,@theeaglesvision,The EaglesVision,How Many Billions Will It Take For 'Avatar: The Way of Water' to Break Even?: How expensive is Avatar: The Way of Water? dlvr.it/SdGNqY | @nofilmschool #Film #AvatarTheWayofWater #NoFilmSchool,https://nitter.net/theeaglesvision/status/1595511398788132864#m
Avatar The Way of Water film,23 Nov 2022,@CBR,CBR,"Avatar: The Way of Water is expected to double the original film's 2009 opening weekend at the domestic box office, tracked to open between $150M and $175M. buff.ly/3V3RMXQ",https://nitter.net/CBR/status/1595503468143382549#m
Avatar The Way of Water film,23 Nov 2022,@ReutersAsia,Reuters Asia,"Director James Cameron's ‘Avatar: The Way of Water’ will be released in mainland Chinese cinemas on the same day as its global release December 16, making it one of the few foreign films to get access to the Chinese market in recent months reut.rs/3i85w5x",https://nitter.net/ReutersAsia/status/1595499929086046209#m
Avatar The Way of Water film,23 Nov 2022,@axynim,Axynim,"Avatar: Way of the Water will be the worst opening to the most anticipated, over hyped sequel in the history of film.",https://nitter.net/axynim/status/1595479861900226560#m
Avatar The Way of Water film,23 Nov 2022,@ByClaytonDavis,Clayton Davis,‘Avatar: The Way of Water’ on Track to Open to $150 Million to $175 Million variety.com/2022/film/news/a… via @Variety @BrentALang,https://nitter.net/ByClaytonDavis/status/1595469885026406400#m
